item_idx,item_id,title,description,text,language,difficulty,theme,software,job,type,duration
637,317197,Paramétrer et personnaliser vos équipes,"Découvrez comment paramétrer et personnaliser vos équipes dans Microsoft 365 pour un usage professionnel.<br>Dans cette vidéo intitulée ""Paramétrer et personnaliser vos équipes"", vous apprendrez à modifier les paramètres de votre équipe, personnaliser l'image de votre équipe, définir les autorisations des membres, gérer les balises et utiliser des outils amusants tels que les emojis et les images GIF.<br>Vous serez en mesure d'inviter de nouvelles personnes à rejoindre votre équipe en utilisant le code d'équipe généré.<br>En utilisant les balises, vous pourrez mentionner facilement une partie spécifique de votre équipe.<br>Regardez cette vidéo pour découvrir comment tout contrôler et optimiser l'utilisation de Microsoft 365 pour votre équipe professionnelle.","Paramétrer et personnaliser vos équipes [SEP] Découvrez comment paramétrer et personnaliser vos équipes dans Microsoft 365 pour un usage professionnel.<br>Dans cette vidéo intitulée ""Paramétrer et personnaliser vos équipes"", vous apprendrez à modifier les paramètres de votre équipe, personnaliser l'image de votre équipe, définir les autorisations des membres, gérer les balises et utiliser des outils amusants tels que les emojis et les images GIF.<br>Vous serez en mesure d'inviter de nouvelles personnes à rejoindre votre équipe en utilisant le code d'équipe généré.<br>En utilisant les balises, vous pourrez mentionner facilement une partie spécifique de votre équipe.<br>Regardez cette vidéo pour découvrir comment tout contrôler et optimiser l'utilisation de Microsoft 365 pour votre équipe professionnelle.",fr,3 - Avancé,"Collaborer, Communiquer, S'organiser",Teams,,tutoriel,141.0
638,317198,Editer et enrichir vos messages,"<p>Découvrez comment éditer et enrichir vos messages dans la solution Microsoft 365 avec la vidéo &#34;Éditer et enrichir vos messages&#34;.<br />
Apprenez à utiliser l&#039;éditeur de messages pour formater le texte avec des options telles que la mise en gras, l&#039;italique, la couleur et la taille.<br />
Vous découvrirez également comment insérer des liens, des fichiers et des images dans vos messages.<br />
Enrichissez vos discussions en utilisant des emojis, des GIFs et des autocollants.<br />
Vous apprendrez également comment publier vos messages dans différents canaux et gérer les réponses.<br />
Ne manquez pas cette vidéo pour maîtriser les techniques d&#039;édition et d&#039;enrichissement de vos messages dans Microsoft 365.</p>","Editer et enrichir vos messages [SEP] <p>Découvrez comment éditer et enrichir vos messages dans la solution Microsoft 365 avec la vidéo &#34;Éditer et enrichir vos messages&#34;.<br />
Apprenez à utiliser l&#039;éditeur de messages pour formater le texte avec des options telles que la mise en gras, l&#039;italique, la couleur et la taille.<br />
Vous découvrirez également comment insérer des liens, des fichiers et des images dans vos messages.<br />
Enrichissez vos discussions en utilisant des emojis, des GIFs et des autocollants.<br />
Vous apprendrez également comment publier vos messages dans différents canaux et gérer les réponses.<br />
Ne manquez pas cette vidéo pour maîtriser les techniques d&#039;édition et d&#039;enrichissement de vos messages dans Microsoft 365.</p>",fr,1 - Découverte,Communiquer,Teams,,tutoriel,155.0
639,317199,Interagir dans une conversation,"<p>Découvrez comment interagir efficacement dans une conversation sur Microsoft Teams dans la vidéo &#34;Interagir dans une conversation&#34;.<br />
Apprenez à enregistrer des messages pour un suivi facile, à réagir avec des emojis, à mentionner des personnes ou des canaux pour attirer leur attention, et à rester informé des nouveaux messages.<br />
Cette vidéo est essentielle pour maximiser la productivité de vos discussions d&#039;équipe dans Microsoft 365.</p>","Interagir dans une conversation [SEP] <p>Découvrez comment interagir efficacement dans une conversation sur Microsoft Teams dans la vidéo &#34;Interagir dans une conversation&#34;.<br />
Apprenez à enregistrer des messages pour un suivi facile, à réagir avec des emojis, à mentionner des personnes ou des canaux pour attirer leur attention, et à rester informé des nouveaux messages.<br />
Cette vidéo est essentielle pour maximiser la productivité de vos discussions d&#039;équipe dans Microsoft 365.</p>",fr,3 - Avancé,Communiquer,Teams,,tutoriel,100.0
640,317200,Passer d’une conversation à une réunion en ligne,"<p>Découvrez comment passer facilement d&#039;une conversation à une réunion en ligne dans la solution Microsoft 365. Dans la vidéo &#34;Passer d&#039;une conversation à une réunion en ligne&#34;, vous apprendrez comment organiser une réunion improvisée à partir de l&#039;onglet Conversations d&#039;un canal.<br />
Vous verrez comment inviter des participants et partager des fichiers, de l&#039;audio, de la vidéo et même votre écran pendant la réunion.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre productivité professionnelle avec Microsoft 365.</p>","Passer d’une conversation à une réunion en ligne [SEP] <p>Découvrez comment passer facilement d&#039;une conversation à une réunion en ligne dans la solution Microsoft 365. Dans la vidéo &#34;Passer d&#039;une conversation à une réunion en ligne&#34;, vous apprendrez comment organiser une réunion improvisée à partir de l&#039;onglet Conversations d&#039;un canal.<br />
Vous verrez comment inviter des participants et partager des fichiers, de l&#039;audio, de la vidéo et même votre écran pendant la réunion.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre productivité professionnelle avec Microsoft 365.</p>",fr,1 - Découverte,Communiquer,Teams,,tutoriel,98.0
641,317201,Partager votre écran et vos contenus,"<p>Découvrez comment partager facilement votre écran et vos contenus lors de réunions en ligne avec Microsoft Teams dans la vidéo &#34;Partager votre écran et vos contenus&#34;.<br />
Vous apprendrez à utiliser l&#039;icône de partage pour présenter votre écran, une application ou un fichier PowerPoint, ainsi qu&#039;à créer un tableau blanc.<br />
Les participants pourront voir le contenu partagé ainsi que la vidéo des autres participants et pourront basculer entre les vues pour se concentrer sur le contenu ou les participants.<br />
De plus, ils pourront utiliser Teams pendant la réunion en réduisant la fenêtre de réunion en haut de l&#039;application.<br />
Regardez cette vidéo pour découvrir comment optimiser vos réunions professionnelles avec Microsoft 365.</p>","Partager votre écran et vos contenus [SEP] <p>Découvrez comment partager facilement votre écran et vos contenus lors de réunions en ligne avec Microsoft Teams dans la vidéo &#34;Partager votre écran et vos contenus&#34;.<br />
Vous apprendrez à utiliser l&#039;icône de partage pour présenter votre écran, une application ou un fichier PowerPoint, ainsi qu&#039;à créer un tableau blanc.<br />
Les participants pourront voir le contenu partagé ainsi que la vidéo des autres participants et pourront basculer entre les vues pour se concentrer sur le contenu ou les participants.<br />
De plus, ils pourront utiliser Teams pendant la réunion en réduisant la fenêtre de réunion en haut de l&#039;application.<br />
Regardez cette vidéo pour découvrir comment optimiser vos réunions professionnelles avec Microsoft 365.</p>",fr,1 - Découverte,"Collaborer, Communiquer",Teams,,tutoriel,109.0
642,317202,Discuter en privé ou en petit groupe,"<p>Découvrez comment discuter en privé ou en petit groupe dans Microsoft Teams pour un usage professionnel dans la solution Microsoft 365. Apprenez à différencier les discussions d&#039;équipe dans les canaux des conversations privées, qui ne sont visibles que par les personnes concernées.<br />
Vous pourrez partager des documents, lancer des appels vidéo ou audio, et même partager votre écran sans démarrer un nouvel appel.<br />
Les conversations privées sont conservées dans le menu conversation, et vous pouvez facilement accéder à l&#039;historique de vos discussions.<br />
Ne manquez pas cette opportunité de communiquer efficacement avec vos collègues dans Microsoft Teams.</p>","Discuter en privé ou en petit groupe [SEP] <p>Découvrez comment discuter en privé ou en petit groupe dans Microsoft Teams pour un usage professionnel dans la solution Microsoft 365. Apprenez à différencier les discussions d&#039;équipe dans les canaux des conversations privées, qui ne sont visibles que par les personnes concernées.<br />
Vous pourrez partager des documents, lancer des appels vidéo ou audio, et même partager votre écran sans démarrer un nouvel appel.<br />
Les conversations privées sont conservées dans le menu conversation, et vous pouvez facilement accéder à l&#039;historique de vos discussions.<br />
Ne manquez pas cette opportunité de communiquer efficacement avec vos collègues dans Microsoft Teams.</p>",fr,3 - Avancé,Communiquer,Teams,,tutoriel,166.0
643,317203,Suivre vos activités et l'activité de vos équipes,"Découvrez comment suivre efficacement vos activités et celles de vos équipes dans Microsoft Teams.<br>Dans la vidéo ""Suivre vos activités et l'activité de vos équipes"", vous apprendrez à utiliser le menu Activités pour visualiser les notifications liées à vos publications, mentions, ajouts dans une équipe, changements de statut et nouveaux messages.<br>Vous pourrez également filtrer les activités selon vos préférences et accéder à votre propre flux d'activités pour voir les tâches et interventions récentes.<br>Apprenez à paramétrer les notifications pour rester informé de manière personnalisée.<br>Cette vidéo est essentielle pour les professionnels utilisant Microsoft 365 et offre des conseils précieux pour optimiser votre productivité.","Suivre vos activités et l'activité de vos équipes [SEP] Découvrez comment suivre efficacement vos activités et celles de vos équipes dans Microsoft Teams.<br>Dans la vidéo ""Suivre vos activités et l'activité de vos équipes"", vous apprendrez à utiliser le menu Activités pour visualiser les notifications liées à vos publications, mentions, ajouts dans une équipe, changements de statut et nouveaux messages.<br>Vous pourrez également filtrer les activités selon vos préférences et accéder à votre propre flux d'activités pour voir les tâches et interventions récentes.<br>Apprenez à paramétrer les notifications pour rester informé de manière personnalisée.<br>Cette vidéo est essentielle pour les professionnels utilisant Microsoft 365 et offre des conseils précieux pour optimiser votre productivité.",fr,1 - Découverte,Collaborer,Teams,,tutoriel,126.0
644,317204,Utiliser et coéditer des fichiers,"Découvrez comment utiliser et coéditer des fichiers dans Microsoft Teams pour une collaboration efficace au sein de votre équipe.<br>Dans la vidéo ""Utiliser et coéditer des fichiers"", vous apprendrez comment joindre rapidement des fichiers à vos discussions, les retrouver facilement dans l'onglet ""Fichiers"" du canal, et travailler simultanément sur des documents avec vos collaborateurs.<br>Vous découvrirez également comment mettre en évidence des fichiers importants et y accéder directement depuis la liste des onglets.<br>Ne manquez pas cette vidéo pour optimiser votre utilisation des fichiers dans Microsoft Teams et améliorer votre productivité professionnelle.","Utiliser et coéditer des fichiers [SEP] Découvrez comment utiliser et coéditer des fichiers dans Microsoft Teams pour une collaboration efficace au sein de votre équipe.<br>Dans la vidéo ""Utiliser et coéditer des fichiers"", vous apprendrez comment joindre rapidement des fichiers à vos discussions, les retrouver facilement dans l'onglet ""Fichiers"" du canal, et travailler simultanément sur des documents avec vos collaborateurs.<br>Vous découvrirez également comment mettre en évidence des fichiers importants et y accéder directement depuis la liste des onglets.<br>Ne manquez pas cette vidéo pour optimiser votre utilisation des fichiers dans Microsoft Teams et améliorer votre productivité professionnelle.",fr,2 - Intermédiaire,Collaborer,Teams,,tutoriel,166.0
645,317205,Consulter vos événements,"<p>Découvrez comment consulter facilement vos événements dans Microsoft Teams et Outlook grâce à la vidéo &#34;Consulter vos événements&#34;.<br />
Cette vidéo vous montrera comment planifier des événements dans les deux applications, gérer vos réunions, partager des fichiers et prendre des notes.<br />
Apprenez à utiliser les différentes fonctionnalités pour optimiser votre organisation et rester à jour avec votre calendrier professionnel.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre productivité avec Microsoft 365.</p>","Consulter vos événements [SEP] <p>Découvrez comment consulter facilement vos événements dans Microsoft Teams et Outlook grâce à la vidéo &#34;Consulter vos événements&#34;.<br />
Cette vidéo vous montrera comment planifier des événements dans les deux applications, gérer vos réunions, partager des fichiers et prendre des notes.<br />
Apprenez à utiliser les différentes fonctionnalités pour optimiser votre organisation et rester à jour avec votre calendrier professionnel.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre productivité avec Microsoft 365.</p>",fr,1 - Découverte,S'organiser,Teams,,tutoriel,181.0
646,317206,Programmer des réunions,"<p>Découvrez comment programmer et gérer facilement des réunions Teams depuis n&#039;importe quel ordinateur dans la vidéo &#34;Programmer et gérer une réunion Teams de n&#039;importe quel ordinateur&#34;.<br />
Vous apprendrez à utiliser la version en ligne de Teams pour planifier des réunions, à accéder au calendrier, à ajouter des participants et à rejoindre les réunions à partir du calendrier Teams.<br />
Même si vous n&#039;avez pas l&#039;application Teams installée sur votre ordinateur, vous pourrez toujours programmer et gérer vos réunions en utilisant la version web de Teams.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre utilisation de Microsoft 365 pour des réunions professionnelles efficaces.</p>","Programmer des réunions [SEP] <p>Découvrez comment programmer et gérer facilement des réunions Teams depuis n&#039;importe quel ordinateur dans la vidéo &#34;Programmer et gérer une réunion Teams de n&#039;importe quel ordinateur&#34;.<br />
Vous apprendrez à utiliser la version en ligne de Teams pour planifier des réunions, à accéder au calendrier, à ajouter des participants et à rejoindre les réunions à partir du calendrier Teams.<br />
Même si vous n&#039;avez pas l&#039;application Teams installée sur votre ordinateur, vous pourrez toujours programmer et gérer vos réunions en utilisant la version web de Teams.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre utilisation de Microsoft 365 pour des réunions professionnelles efficaces.</p>",fr,1 - Découverte,"Collaborer, S'organiser",Teams,,tutoriel,189.0
647,317207,Modifier les options d’une réunion,"Découvrez comment modifier les options d'une réunion dans Microsoft Teams pour une utilisation professionnelle dans la solution Microsoft 365. Dans cette vidéo intitulée ""Modifier les options d'une réunion"", vous apprendrez à personnaliser les paramètres de votre réunion, tels que l'accès des participants, les autorisations de présentation, l'activation des micros et des caméras, et bien plus encore.<br>Optimisez votre expérience de réunion en adaptant ces options à vos besoins spécifiques.<br>Regardez la vidéo pour découvrir comment configurer vos réunions de manière efficace et productive dans Microsoft Teams.","Modifier les options d’une réunion [SEP] Découvrez comment modifier les options d'une réunion dans Microsoft Teams pour une utilisation professionnelle dans la solution Microsoft 365. Dans cette vidéo intitulée ""Modifier les options d'une réunion"", vous apprendrez à personnaliser les paramètres de votre réunion, tels que l'accès des participants, les autorisations de présentation, l'activation des micros et des caméras, et bien plus encore.<br>Optimisez votre expérience de réunion en adaptant ces options à vos besoins spécifiques.<br>Regardez la vidéo pour découvrir comment configurer vos réunions de manière efficace et productive dans Microsoft Teams.",fr,2 - Intermédiaire,"Collaborer, S'organiser",Teams,,tutoriel,146.0
648,317208,Rejoindre une réunion,"Découvrez comment rejoindre facilement une réunion programmée dans Microsoft Teams.<br>Dans la vidéo ""Rejoindre une réunion"", vous apprendrez à accéder à une réunion directement depuis votre boîte mail ou depuis l'onglet Calendrier de Teams.<br>Vous pourrez choisir d'activer votre caméra et de sélectionner le type de micro que vous souhaitez utiliser.<br>De plus, vous découvrirez comment rejoindre une réunion sans activer le son de votre ordinateur et comment consulter vos autres applications tout en participant à la réunion.<br>Si vous êtes l'organisateur de la réunion, vous pourrez également gérer les participants et accueillir les personnes en attente.<br>Rejoignez vos réunions en toute simplicité et profitez d'une expérience de collaboration fluide avec Microsoft Teams.","Rejoindre une réunion [SEP] Découvrez comment rejoindre facilement une réunion programmée dans Microsoft Teams.<br>Dans la vidéo ""Rejoindre une réunion"", vous apprendrez à accéder à une réunion directement depuis votre boîte mail ou depuis l'onglet Calendrier de Teams.<br>Vous pourrez choisir d'activer votre caméra et de sélectionner le type de micro que vous souhaitez utiliser.<br>De plus, vous découvrirez comment rejoindre une réunion sans activer le son de votre ordinateur et comment consulter vos autres applications tout en participant à la réunion.<br>Si vous êtes l'organisateur de la réunion, vous pourrez également gérer les participants et accueillir les personnes en attente.<br>Rejoignez vos réunions en toute simplicité et profitez d'une expérience de collaboration fluide avec Microsoft Teams.",fr,1 - Découverte,"Collaborer, Communiquer",Teams,,tutoriel,111.0
649,317209,Gérer une réunion,"Découvrez comment organiser facilement votre prochaine réunion d'équipe dans la solution Microsoft 365 avec Outlook et Teams.<br>Dans la vidéo ""Gérer une réunion"", vous apprendrez à créer une réunion dans votre calendrier Outlook, inviter les participants, et utiliser l'assistant de planification pour trouver le meilleur créneau horaire.<br>Vous verrez également comment suivre les réponses des participants et apporter des modifications si nécessaire.<br>Grâce à la synchronisation entre Outlook et Teams, vous pourrez planifier vos réunions de la même manière depuis Teams et les retrouver dans votre calendrier Outlook.<br>Ne manquez pas cette vidéo pour optimiser l'organisation de vos réunions professionnelles et vous assurer de la disponibilité de vos collaborateurs.","Gérer une réunion [SEP] Découvrez comment organiser facilement votre prochaine réunion d'équipe dans la solution Microsoft 365 avec Outlook et Teams.<br>Dans la vidéo ""Gérer une réunion"", vous apprendrez à créer une réunion dans votre calendrier Outlook, inviter les participants, et utiliser l'assistant de planification pour trouver le meilleur créneau horaire.<br>Vous verrez également comment suivre les réponses des participants et apporter des modifications si nécessaire.<br>Grâce à la synchronisation entre Outlook et Teams, vous pourrez planifier vos réunions de la même manière depuis Teams et les retrouver dans votre calendrier Outlook.<br>Ne manquez pas cette vidéo pour optimiser l'organisation de vos réunions professionnelles et vous assurer de la disponibilité de vos collaborateurs.",fr,2 - Intermédiaire,"Collaborer, Communiquer",Teams,,tutoriel,184.0
650,317210,Partager du contenu en réunion,"<p>Découvrez comment partager du contenu lors de vos réunions dans Microsoft Teams avec la vidéo &#34;Partager du contenu en réunion&#34;.<br />
Vous apprendrez à utiliser le bouton de partage pour choisir ce que vous souhaitez partager, que ce soit votre écran, une application spécifique ou un document PowerPoint.<br />
Vous pourrez également donner le contrôle à un participant, inclure le son de votre ordinateur et arrêter la présentation.<br />
De plus, vous découvrirez comment créer et utiliser un tableau blanc pour prendre des notes et dessiner en temps réel avec vos collaborateurs.<br />
Ne manquez pas cette vidéo pour maîtriser toutes les fonctionnalités de partage dans Microsoft Teams et optimiser vos réunions professionnelles.</p>","Partager du contenu en réunion [SEP] <p>Découvrez comment partager du contenu lors de vos réunions dans Microsoft Teams avec la vidéo &#34;Partager du contenu en réunion&#34;.<br />
Vous apprendrez à utiliser le bouton de partage pour choisir ce que vous souhaitez partager, que ce soit votre écran, une application spécifique ou un document PowerPoint.<br />
Vous pourrez également donner le contrôle à un participant, inclure le son de votre ordinateur et arrêter la présentation.<br />
De plus, vous découvrirez comment créer et utiliser un tableau blanc pour prendre des notes et dessiner en temps réel avec vos collaborateurs.<br />
Ne manquez pas cette vidéo pour maîtriser toutes les fonctionnalités de partage dans Microsoft Teams et optimiser vos réunions professionnelles.</p>",fr,1 - Découverte,"Collaborer, Communiquer",Teams,,tutoriel,209.0
651,317211,Changer les paramètres de l'application,"Découvrez comment changer les paramètres de l'application Microsoft Teams dans cette vidéo.<br>Vous apprendrez à accéder aux paramètres généraux de l'application, à personnaliser le thème, la langue et l'affichage, ainsi qu'à configurer vos comptes Microsoft Teams.<br>Vous pourrez également gérer les notifications, les autorisations et les appels entrants.<br>Ne manquez pas les astuces pour rendre l'application plus confortable à utiliser et consultez les raccourcis clavier.<br>Enfin, découvrez comment modifier votre image de profil et définir votre statut.<br>Regardez la vidéo pour maîtriser tous les paramètres de Microsoft Teams et optimiser votre expérience professionnelle.","Changer les paramètres de l'application [SEP] Découvrez comment changer les paramètres de l'application Microsoft Teams dans cette vidéo.<br>Vous apprendrez à accéder aux paramètres généraux de l'application, à personnaliser le thème, la langue et l'affichage, ainsi qu'à configurer vos comptes Microsoft Teams.<br>Vous pourrez également gérer les notifications, les autorisations et les appels entrants.<br>Ne manquez pas les astuces pour rendre l'application plus confortable à utiliser et consultez les raccourcis clavier.<br>Enfin, découvrez comment modifier votre image de profil et définir votre statut.<br>Regardez la vidéo pour maîtriser tous les paramètres de Microsoft Teams et optimiser votre expérience professionnelle.",fr,1 - Découverte,S'organiser,Teams,,tutoriel,189.0
652,317212,Choisissez comment recevoir les notifications,"Découvrez comment configurer les notifications dans Microsoft Teams pour améliorer votre organisation professionnelle grâce à cette ressource en ligne.<br>Cette vidéo présente les fonctionnalités clés pour choisir les notifications les plus importantes, bloquer ou afficher les notifications d'autres applications tierces, et activer ou désactiver la notification sonore.<br>Obtenez des conseils pratiques pour personnaliser les paramètres de notification pour l'application mobile et de bureau.<br>Suivez les étapes simples pour gérer vos notifications dans Teams et pour rester informé des événements importants.<br>Les tags associés sont Microsoft 365, Teams, collaboration, productivité, ressource en ligne.","Choisissez comment recevoir les notifications [SEP] Découvrez comment configurer les notifications dans Microsoft Teams pour améliorer votre organisation professionnelle grâce à cette ressource en ligne.<br>Cette vidéo présente les fonctionnalités clés pour choisir les notifications les plus importantes, bloquer ou afficher les notifications d'autres applications tierces, et activer ou désactiver la notification sonore.<br>Obtenez des conseils pratiques pour personnaliser les paramètres de notification pour l'application mobile et de bureau.<br>Suivez les étapes simples pour gérer vos notifications dans Teams et pour rester informé des événements importants.<br>Les tags associés sont Microsoft 365, Teams, collaboration, productivité, ressource en ligne.",fr,1 - Découverte,S'organiser,Teams,,tutoriel,88.0
653,317213,Utiliser les commandes et les raccourcis clavier,"Découvrez comment utiliser efficacement les commandes et les raccourcis clavier dans Microsoft Teams grâce à la vidéo ""Utiliser les commandes et les raccourcis clavier"".<br>Cette ressource vous permettra de gagner du temps et d'améliorer votre productivité dans l'utilisation de cette application professionnelle de la suite Microsoft 365. Apprenez à utiliser les commandes pour effectuer des tâches courantes et à utiliser les raccourcis clavier pour naviguer rapidement dans Teams.<br>Vous découvrirez également comment saisir les informations nécessaires pour exécuter certaines commandes.<br>Ne manquez pas cette opportunité d'optimiser votre utilisation de Microsoft Teams et de devenir plus efficace dans votre travail quotidien.","Utiliser les commandes et les raccourcis clavier [SEP] Découvrez comment utiliser efficacement les commandes et les raccourcis clavier dans Microsoft Teams grâce à la vidéo ""Utiliser les commandes et les raccourcis clavier"".<br>Cette ressource vous permettra de gagner du temps et d'améliorer votre productivité dans l'utilisation de cette application professionnelle de la suite Microsoft 365. Apprenez à utiliser les commandes pour effectuer des tâches courantes et à utiliser les raccourcis clavier pour naviguer rapidement dans Teams.<br>Vous découvrirez également comment saisir les informations nécessaires pour exécuter certaines commandes.<br>Ne manquez pas cette opportunité d'optimiser votre utilisation de Microsoft Teams et de devenir plus efficace dans votre travail quotidien.",fr,3 - Avancé,S'organiser,Teams,,tutoriel,110.0
654,317214,Inviter des personnes externes,"Découvrez comment inviter des personnes externes à collaborer sur Microsoft Teams dans la vidéo ""Inviter des personnes externes"".<br>Cette fonctionnalité vous permet d'accorder l'accès aux équipes et aux canaux à des personnes extérieures à votre organisation.<br>L'administrateur doit activer l'accès invité dans les paramètres de Microsoft Teams.<br>Une fois activé, les équipes peuvent inviter des personnes externes à rejoindre leur équipe en utilisant un compte Microsoft, même gratuit.<br>Les personnes invitées recevront une invitation par e-mail et pourront participer activement à la vie de l'équipe, accéder aux fichiers, participer aux conversations et collaborer sur des documents.<br>Découvrez comment tirer pleinement parti de cette fonctionnalité pour une collaboration efficace avec des partenaires externes.","Inviter des personnes externes [SEP] Découvrez comment inviter des personnes externes à collaborer sur Microsoft Teams dans la vidéo ""Inviter des personnes externes"".<br>Cette fonctionnalité vous permet d'accorder l'accès aux équipes et aux canaux à des personnes extérieures à votre organisation.<br>L'administrateur doit activer l'accès invité dans les paramètres de Microsoft Teams.<br>Une fois activé, les équipes peuvent inviter des personnes externes à rejoindre leur équipe en utilisant un compte Microsoft, même gratuit.<br>Les personnes invitées recevront une invitation par e-mail et pourront participer activement à la vie de l'équipe, accéder aux fichiers, participer aux conversations et collaborer sur des documents.<br>Découvrez comment tirer pleinement parti de cette fonctionnalité pour une collaboration efficace avec des partenaires externes.",fr,1 - Découverte,Collaborer,Teams,,tutoriel,98.0
655,317338,Exploiter les comptes rendus de l’ensemble de mon équipe,"Découvrez comment exploiter efficacement les comptes rendus de votre équipe dans Microsoft Teams grâce à la vidéo ""Exploiter les comptes rendus de l’ensemble de mon équipe"".<br>Vous apprendrez comment créer un classeur Excel dans le canal de votre équipe, permettant à chaque membre d'accéder et de remplir leurs propres informations en temps réel.<br>Vous découvrirez également comment utiliser des filtres d'affichage et des tableaux croisés dynamiques pour analyser et synthétiser les données collectées.<br>Grâce à ces outils collaboratifs, vous pourrez recueillir et exploiter les données sans intermédiaire, tout en évitant les erreurs de ressaisie.<br>Ne manquez pas cette opportunité d'optimiser votre gestion d'équipe et de fournir à votre direction des données en temps réel.","Exploiter les comptes rendus de l’ensemble de mon équipe [SEP] Découvrez comment exploiter efficacement les comptes rendus de votre équipe dans Microsoft Teams grâce à la vidéo ""Exploiter les comptes rendus de l’ensemble de mon équipe"".<br>Vous apprendrez comment créer un classeur Excel dans le canal de votre équipe, permettant à chaque membre d'accéder et de remplir leurs propres informations en temps réel.<br>Vous découvrirez également comment utiliser des filtres d'affichage et des tableaux croisés dynamiques pour analyser et synthétiser les données collectées.<br>Grâce à ces outils collaboratifs, vous pourrez recueillir et exploiter les données sans intermédiaire, tout en évitant les erreurs de ressaisie.<br>Ne manquez pas cette opportunité d'optimiser votre gestion d'équipe et de fournir à votre direction des données en temps réel.",fr,2 - Intermédiaire,Analyser,"Excel, Teams",,cas_usage,141.0
656,31777,Stream - Découvrir l'outil de streaming vidéo,"Découvrez comment utiliser Microsoft Stream pour diffuser des vidéos en entreprise avec cette formation pratique pour les utilisateurs professionnels de Microsoft 365. Apprenez à publier, paramétrer et gérer les droits de vos vidéos, à créer des chaînes vidéo et à les partager avec vos collègues.<br>Obtenez des astuces pratiques pour visualiser, rechercher et modifier des vidéos, ainsi que pour configurer des groupes et télécharger des vidéos sur votre PC.<br>Les tags associés sont Microsoft Stream, communication vidéo, travail à distance et formation en ligne.","Stream - Découvrir l'outil de streaming vidéo [SEP] Découvrez comment utiliser Microsoft Stream pour diffuser des vidéos en entreprise avec cette formation pratique pour les utilisateurs professionnels de Microsoft 365. Apprenez à publier, paramétrer et gérer les droits de vos vidéos, à créer des chaînes vidéo et à les partager avec vos collègues.<br>Obtenez des astuces pratiques pour visualiser, rechercher et modifier des vidéos, ainsi que pour configurer des groupes et télécharger des vidéos sur votre PC.<br>Les tags associés sont Microsoft Stream, communication vidéo, travail à distance et formation en ligne.",fr,,,,,webcast,2421.0
657,317883,Utilisez des connecteurs pour recevoir des notifications,"Découvrez comment utiliser des connecteurs pour recevoir des notifications dans Microsoft Teams.<br>Cette vidéo vous montre comment connecter différentes applications à Teams, configurer les notifications et choisir leur fréquence.<br>Vous apprendrez à recevoir les nouveautés et les notifications de l'application de votre choix directement dans le canal de votre équipe.<br>Améliorez votre productivité dans Microsoft 365 en restant informé en temps réel.<br>Regardez la vidéo dès maintenant pour maîtriser cette fonctionnalité essentielle.","Utilisez des connecteurs pour recevoir des notifications [SEP] Découvrez comment utiliser des connecteurs pour recevoir des notifications dans Microsoft Teams.<br>Cette vidéo vous montre comment connecter différentes applications à Teams, configurer les notifications et choisir leur fréquence.<br>Vous apprendrez à recevoir les nouveautés et les notifications de l'application de votre choix directement dans le canal de votre équipe.<br>Améliorez votre productivité dans Microsoft 365 en restant informé en temps réel.<br>Regardez la vidéo dès maintenant pour maîtriser cette fonctionnalité essentielle.",fr,3 - Avancé,"Personnaliser, S'organiser",Teams,,tutoriel,45.0
658,317884,"Connecteurs, applications ou onglets ? Quels usages ?","Découvrez comment utiliser les connecteurs, les applications et les onglets dans Microsoft Teams pour optimiser votre productivité professionnelle.<br>Dans la vidéo ""Connecteurs, applications ou onglets - Quels usages ?"", vous apprendrez comment interconnecter différentes applications, accéder rapidement à vos favoris, recevoir des notifications et faciliter la collaboration au sein de votre équipe.<br>Explorez les multiples façons d'utiliser ces fonctionnalités pour améliorer votre expérience de travail dans Microsoft 365.","Connecteurs, applications ou onglets ? Quels usages ? [SEP] Découvrez comment utiliser les connecteurs, les applications et les onglets dans Microsoft Teams pour optimiser votre productivité professionnelle.<br>Dans la vidéo ""Connecteurs, applications ou onglets - Quels usages ?"", vous apprendrez comment interconnecter différentes applications, accéder rapidement à vos favoris, recevoir des notifications et faciliter la collaboration au sein de votre équipe.<br>Explorez les multiples façons d'utiliser ces fonctionnalités pour améliorer votre expérience de travail dans Microsoft 365.",fr,3 - Avancé,"Personnaliser, S'organiser",Teams,,tutoriel,119.0
